Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0780228Z;Ecole maternelle Le Petit Prince;Ecole;Public;12 rue Maurice Fricotte;;78970 MEZIERES SUR SEINE;78970;78402;Mézières-sur-Seine;78;25;11;1;0;;;;0134748929;;;ce.0780228Z@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780402000030;107;;48.9615744807,1.79565964302;SANS OBJET;Yvelines;Versailles;Ile-de-France;611814.5;6874186.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.96157448070451;1.7956596430205316;Numéro de rue;1969-09-09;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780506B;;;25001;078A-LES MUREAUX
0780274Z;Ecole maternelle Célestin Freinet;Ecole;Public;05  ALLÉE DES VANNEAUX;;78260 ACHERES;78260;78005;Achères;78;25;11;1;0;;;;0139110024;;;ce.0780274Z@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780005100146;120;;48.9610453869,2.06189057217;SANS OBJET;Yvelines;Versailles;Ile-de-France;631307.0;6873862.7;EPSG:2154;Circonscription d'inspection du 1er degré de Conflans Sainte Honorine;48.96104538694893;2.061890572174944;Numéro de rue;1970-05-29;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0783248G;;;25003;078C-POISSY-SARTROUVILLE
0780282H;Ecole élémentaire;Ecole;Public;Rue de l'Ecole;;78720 LA CELLE LES BORDES;78720;78125;La Celle-les-Bordes;78;25;11;1;1;;;;0134852232;;;ce.0780282H@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780125700023;75;;48.6390210331,1.95221020519;SANS OBJET;Yvelines;Versailles;Ile-de-France;622801.0;6838161.1;EPSG:2154;Circonscription d'inspection du 1er degré de Chevreuse;48.639021033119796;1.9522102051882615;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780574A;;;25004;078D-RAMBOUILLET
0780299B;Ecole élémentaire;Ecole;Public;04 place DU PRIEURE;;78660 BOINVILLE LE GAILLARD;78660;78071;Boinville-le-Gaillard;78;25;11;0;1;;;;0130590435;;;ce.0780299B@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780071300026;64;;48.493542996,1.87157030169;SANS OBJET;Yvelines;Versailles;Ile-de-France;616628.9;6822072.2;EPSG:2154;Circonscription d'inspection du 1er degré de Chevreuse;48.49354299596729;1.8715703016891265;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;078014;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780574A;;;25004;078D-RAMBOUILLET
0780306J;Ecole élémentaire La Commanderie des Templiers;Ecole;Public;Avenue de la Villedieu;;78990 ELANCOURT;78990;78208;Elancourt;78;25;11;0;1;;;;0130501458;;;ce.0780306J@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780208100042;160;;48.7709546621,1.97158974758;SANS OBJET;Yvelines;Versailles;Ile-de-France;624419.8;6852809.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Elancourt;48.77095466208267;1.9715897475820214;Numéro de rue;1970-06-20;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780856G;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0780341X;Ecole élémentaire;Ecole;Public;11 BIS RUE DES VIGNES;;78550 MAULETTE;78550;78381;Maulette;78;25;11;1;1;;;;0130467485;;;ce.0780341X@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780381600024;126;;48.7880804524,1.6153600608;SANS OBJET;Yvelines;Versailles;Ile-de-France;598275.4;6855113.4;EPSG:2154;Circonscription d'inspection du 1er degré de Beynes;48.78808045242423;1.6153600607973089;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780262L;;;25004;078D-RAMBOUILLET
0780345B;Ecole élémentaire;Ecole;Public;Place Georges Pompidou;;78910 ORVILLIERS;78910;78474;Orvilliers;78;25;11;1;1;;;;0134876483;;;ce.0780345B@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780474900026;91;;48.8589348913,1.64079042217;SANS OBJET;Yvelines;Versailles;Ile-de-France;600279.1;6862958.2;EPSG:2154;Circonscription d'inspection du 1er degré de Beynes;48.85893489131072;1.640790422170143;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780713B;;;25004;078D-RAMBOUILLET
0780356N;Ecole élémentaire La Louvière;Ecole;Public;46 rue du Muguet;;78120 RAMBOUILLET;78120;78517;Rambouillet;78;25;11;0;1;;;;0130411001;;;ce.0780356N@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780517500114;150;;48.6485194807,1.84208039031;SANS OBJET;Yvelines;Versailles;Ile-de-France;614702.9;6839330.3;EPSG:2154;Circonscription d'inspection du 1er degré de Rambouillet;48.64851948074054;1.8420803903124825;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780256E;;;25004;078D-RAMBOUILLET
0780358R;Ecole élémentaire La Toucharderie;Ecole;Public;1 RUE DU PERRAY;;78610 AUFFARGIS;78610;78030;Auffargis;78;25;11;0;1;;;;0134849029;;;ce.0780358R@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780030900049;106;;48.6985912606,1.8864305856;SANS OBJET;Yvelines;Versailles;Ile-de-France;618048.2;6844849.6;EPSG:2154;Circonscription d'inspection du 1er degré de Rambouillet;48.69859126060853;1.8864305856000347;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780574A;;;25004;078D-RAMBOUILLET
0780361U;Ecole élémentaire Les Chanterelles;Ecole;Public;21 rue des Ecoles;;78125 LA BOISSIERE ECOLE;78125;78077;La Boissière-Ecole;78;25;11;1;1;;;;0134850293;;;ce.0780361U@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780077000026;89;;48.6811878533,1.64827001725;SANS OBJET;Yvelines;Versailles;Ile-de-France;600489.5;6843188.6;EPSG:2154;Circonscription d'inspection du 1er degré de Rambouillet;48.68118785331041;1.6482700172470732;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780574A;;;25004;078D-RAMBOUILLET
0780368B;Ecole élémentaire;Ecole;Public;1 rue des Ecoles;;78125 GAZERAN;78125;78269;Gazeran;78;25;11;1;1;;;;0134831997;;;ce.0780368B@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780269300028;100;;48.6367182882,1.77589968278;SANS OBJET;Yvelines;Versailles;Ile-de-France;609807.8;6838092.0;EPSG:2154;Circonscription d'inspection du 1er degré de Rambouillet;48.63671828823947;1.775899682779898;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780256E;;;25004;078D-RAMBOUILLET
0780380P;Ecole élémentaire;Ecole;Public;25 route de Rambouillet;;78125 ST HILARION;78125;78557;Saint-Hilarion;78;25;11;1;1;;;;0134835845;;;ce.0780380P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780557100023;99;;48.6206161607,1.73330966779;SANS OBJET;Yvelines;Versailles;Ile-de-France;606641.3;6836351.6;EPSG:2154;Circonscription d'inspection du 1er degré de Rambouillet;48.62061616071709;1.7333096677899158;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780574A;;;25004;078D-RAMBOUILLET
0780381R;Ecole élémentaire Jean Moulin;Ecole;Public;06 rue de la Mairie;;78610 ST LEGER EN YVELINES;78610;78562;Saint-Léger-en-Yvelines;78;25;11;1;1;;;;0134863714;;;ce.0780381R@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780562100026;135;;48.7212411134,1.76571049243;SANS OBJET;Yvelines;Versailles;Ile-de-France;609204.0;6847499.6;EPSG:2154;Circonscription d'inspection du 1er degré de Rambouillet;48.72124111343642;1.765710492430604;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780574A;;;25004;078D-RAMBOUILLET
0780406T;Ecole maternelle;Ecole;Public;178 rue de la Croix Boussay;;78410 BOUAFLE;78410;78090;Bouafle;78;25;11;1;0;;;;0130954814;;;ce.0780406T@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780090300031;102;;48.9632839499,1.89784949887;SANS OBJET;Yvelines;Versailles;Ile-de-France;619299.3;6874266.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.96328394990548;1.8978494988719614;Rue;1970-10-05;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780506B;;;25001;078A-LES MUREAUX
0780408V;Ecole maternelle Victor Hugo;Ecole;Public;02 VOIE DANTON;;78210 ST CYR L ECOLE;78210;78545;Saint-Cyr-l'Ecole;78;25;11;1;0;;;;0130451994;;;ce.0780408V@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780545600076;132;;48.8002894369,2.06143944643;SANS OBJET;Yvelines;Versailles;Ile-de-France;631061.5;6855988.7;EPSG:2154;Circonscription d'inspection du 1er degré de Bois d'Arcy;48.80028943689999;2.061439446430409;Numéro de rue;1970-10-05;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780185C;;;25007;078G-PLAISIR-VERSAILLES
0780428S;Ecole maternelle Maryse Bastié;Ecole;Public;07 RUE DU HAMEAU LE CHESNAY;;78150 LE CHESNAY ROCQUENCOURT;78150;78158;Le Chesnay-Rocquencourt;78;25;11;1;0;;;;0139546218;;;ce.0780428S@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;20008547000124;108;;48.8229916387,2.11985566637;SANS OBJET;Yvelines;Versailles;Ile-de-France;635380.2;6858463.4;EPSG:2154;Circonscription d'inspection du 1er degré du Chesnay - Préélémentaire;48.822991638652056;2.1198556663745083;Numéro de rue;1971-05-23;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0783252L;;;25007;078G-PLAISIR-VERSAILLES
0780431V;Ecole maternelle Commanderie des Templiers;Ecole;Public;Avenue de la Villedieu;;78990 ELANCOURT;78990;78208;Elancourt;78;25;11;1;0;;;;0130504357;;;ce.0780431V@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780208100026;101;;48.7711237938,1.97222053309;SANS OBJET;Yvelines;Versailles;Ile-de-France;624466.4;6852827.7;EPSG:2154;Circonscription d'inspection du 1er degré d'Elancourt;48.7711237937814;1.9722205330919476;Numéro de rue;1971-05-23;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780856G;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0780434Y;Ecole élémentaire Champ des Oiseaux;Ecole;Public;42 rue du Champ des Oiseaux;;78160 MARLY LE ROI;78160;78372;Marly-le-Roi;78;25;11;0;1;;;;0139167092;;;ce.0780434Y@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780372500100;146;;48.8753554019,2.08706028106;SANS OBJET;Yvelines;Versailles;Ile-de-France;633039.8;6864312.9;EPSG:2154;Circonscription d'inspection du 1er degré du Pecq-Marly;48.8753554019355;2.087060281061358;Numéro de rue;1971-05-20;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783215W;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0780443H;Ecole maternelle Marcel Aymé;Ecole;Public;11 rue Ernest Bonin;;78100 ST GERMAIN EN LAYE;78100;78551;Saint-Germain-en-Laye;78;25;11;1;0;;;;0134511463;;;ce.0780443H@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;20008692400145;111;;48.8960644736,2.07470065508;SANS OBJET;Yvelines;Versailles;Ile-de-France;632160.3;6866626.1;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Germain;48.896064473559626;2.0747006550758287;Numéro de rue;1971-05-23;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781204K;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0780450R;Ecole élémentaire;Ecole;Public;60 rue d'Epernon;;78550 HOUDAN;78550;78310;Houdan;78;25;11;0;1;;;;0130596230;;;ce.0780450R@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780310500030;184;;48.7874452586,1.60383045723;SANS OBJET;Yvelines;Versailles;Ile-de-France;597427.2;6855057.7;EPSG:2154;Circonscription d'inspection du 1er degré de Beynes;48.7874452586033;1.6038304572311912;Numéro de rue;1971-06-03;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780262L;;;25004;078D-RAMBOUILLET
0780462D;Ecole élémentaire Clos Des Vignes;Ecole;Public;09 rue LOUIS POTTIER;;78540 VERNOUILLET;78540;78643;Vernouillet;78;25;11;0;1;;;;0139717298;;;ce.0780462D@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780643900048;273;;48.9723046134,1.97867000282;SANS OBJET;Yvelines;Versailles;Ile-de-France;625229.7;6875190.3;EPSG:2154;Circonscription d'inspection du 1er degré de Chanteloup les Vignes;48.972304613417165;1.97867000281921;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781986K;;;25003;078C-POISSY-SARTROUVILLE
0780467J;Ecole élémentaire Les Hublins;Ecole;Public;2 rue des Hublins;;78510 TRIEL SUR SEINE;78510;78624;Triel-sur-Seine;78;25;11;0;1;;;;0139749467;;;ce.0780467J@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780624900033;269;;48.9800856269,2.00882973259;SANS OBJET;Yvelines;Versailles;Ile-de-France;627448.4;6876027.4;EPSG:2154;Circonscription d'inspection du 1er degré de Chanteloup les Vignes;48.98008562688279;2.008829732590105;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783248G;;;25003;078C-POISSY-SARTROUVILLE
0780470M;Ecole élémentaire Tilleuls;Ecole;Public;2 rue Maurice Berteaux;;78780 MAURECOURT;78780;78382;Maurecourt;78;25;11;0;1;;;;0139746944;;;ce.0780470M@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780382400044;162;;48.9965863693,2.06343959903;SANS OBJET;Yvelines;Versailles;Ile-de-France;631467.3;6877813.5;EPSG:2154;Circonscription d'inspection du 1er degré de Chanteloup les Vignes;48.99658636931026;2.063439599034015;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783248G;;;25003;078C-POISSY-SARTROUVILLE
0780472P;Ecole maternelle Louis Pasteur;Ecole;Public;Impasse des Ecoles;;78870 BAILLY;78870;78043;Bailly;78;25;11;1;0;;;;0134629150;;;ce.0780472P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780043200031;118;;48.8426534367,2.07831013993;SANS OBJET;Yvelines;Versailles;Ile-de-France;632355.6;6860684.3;EPSG:2154;Circonscription d'inspection du 1er degré du Pecq-Marly;48.84265343673037;2.078310139925957;Rue;1971-07-06;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780179W;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0780476U;Ecole élémentaire Paul Bert;Ecole;Public;27 rue Paul Bert;;78700 CONFLANS STE HONORINE;78700;78172;Conflans-Sainte-Honorine;78;25;11;0;1;;;;0134908350;;;ce.0780476U@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780172900039;237;;48.9933411936,2.07881046836;SANS OBJET;Yvelines;Versailles;Ile-de-France;632587.8;6877439.4;EPSG:2154;Circonscription d'inspection du 1er degré de Conflans Sainte Honorine;48.993341193617304;2.078810468357046;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780050F;;;25003;078C-POISSY-SARTROUVILLE
0780477V;Ecole élémentaire Gaston Rousset;Ecole;Public;27 rue Paul Bert;;78700 CONFLANS STE HONORINE;78700;78172;Conflans-Sainte-Honorine;78;25;11;0;1;;;;0134908351;;;ce.0780477V@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780172900054;343;;48.9932354433,2.08002994977;SANS OBJET;Yvelines;Versailles;Ile-de-France;632676.9;6877426.6;EPSG:2154;Circonscription d'inspection du 1er degré de Conflans Sainte Honorine;48.99323544334057;2.0800299497741555;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780050F;;;25003;078C-POISSY-SARTROUVILLE
0780485D;Ecole élémentaire Antoine de Saint-Exupéry;Ecole;Public;28 rue des Courcieux;;78570 ANDRESY;78570;78015;Andrésy;78;25;11;0;1;;;;0139745861;;;ce.0780485D@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780015000047;174;;48.978842685,2.05642974375;SANS OBJET;Yvelines;Versailles;Ile-de-France;630930.8;6875846.5;EPSG:2154;Circonscription d'inspection du 1er degré de Carrières-sous-Poissy;48.97884268496568;2.0564297437468353;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783248G;;;25003;078C-POISSY-SARTROUVILLE
0780519R;Ecole maternelle Henri Rabourdin;Ecole;Public;19 rue Henri Rabourdin;;78140 VELIZY VILLACOUBLAY;78140;78640;Vélizy-Villacoublay;78;25;11;1;0;;;;0178743832;;;ce.0780519R@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780640500155;92;;48.7816243527,2.19454036266;SANS OBJET;Yvelines;Versailles;Ile-de-France;640816.4;6853805.5;EPSG:2154;Circonscription d'inspection du 1er degré de Vélizy Villacoublay;48.78162435265366;2.1945403626631332;Numéro de rue;1972-03-16;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780210E;;;25007;078G-PLAISIR-VERSAILLES
0780532E;Ecole élémentaire Les Tilleuls;Ecole;Public;Avenue des Tilleuls;;78200 MAGNANVILLE;78200;78354;Magnanville;78;25;11;0;1;;;;0134771408;;;ce.0780532E@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780354300065;142;;48.9763265891,1.68800979689;SANS OBJET;Yvelines;Versailles;Ile-de-France;603960.0;6875951.9;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;48.97632658907905;1.6880097968871497;Numéro de rue;1972-06-15;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781098V;;;25002;078B-MANTES-LA-JOLIE
0780534G;Ecole élémentaire Les Hauts Villiers;Ecole;Public;46 bis avenue de l'Yvelines;;78711 MANTES LA VILLE;78711;78362;Mantes-la-Ville;78;25;11;0;1;;;;0130929030;;;ce.0780534G@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780362600183;147;;48.9736394445,1.7204004437;SANS OBJET;Yvelines;Versailles;Ile-de-France;606326.0;6875614.2;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;48.97363944454281;1.7204004437041431;Numéro de rue;1972-06-15;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780569V;;;25002;078B-MANTES-LA-JOLIE
0780539M;Ecole maternelle Henri Wallon;Ecole;Public;Rue Nicolas Poussin;;78370 PLAISIR;78370;78490;Plaisir;78;25;11;1;0;;;;0130540535;;;ce.0780539M@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780490500172;111;;48.8043466297,1.96220052587;SANS OBJET;Yvelines;Versailles;Ile-de-France;623778.6;6856531.0;EPSG:2154;Circonscription d'inspection du 1er degré de Plaisir;48.80434662966031;1.9622005258671802;Numéro de rue;1972-06-15;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780761D;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0780551A;Ecole maternelle La Marnière;Ecole;Public;29 avenue du Trégor;;78310 MAUREPAS;78310;78383;Maurepas;78;25;11;1;0;;;;0130504567;;;ce.0780551A@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780383200203;51;;48.7670942739,1.92982933697;SANS OBJET;Yvelines;Versailles;Ile-de-France;621345.1;6852421.1;EPSG:2154;Circonscription d'inspection du 1er degré d'Elancourt;48.76709427392923;1.9298293369743411;Numéro de rue;1972-09-26;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780856G;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0780587P;Ecole maternelle Jean-Baptiste Corot;Ecole;Public;24 rue des Ecoles Jean Baudin;;78114 MAGNY LES HAMEAUX;78114;78356;Magny-les-Hameaux;78;25;11;1;0;;;;0130526220;;;ce.0780587P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780356800062;102;;48.7246680752,2.08644998572;SANS OBJET;Yvelines;Versailles;Ile-de-France;632801.2;6847559.7;EPSG:2154;Circonscription d'inspection du 1er degré de Guyancourt;48.72466807521378;2.0864499857150336;Numéro de rue;1973-04-03;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781789W;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0780603G;Ecole élémentaire Louis Pasteur;Ecole;Public;02  RUE DE L'ABREUVOIR;;78860 ST NOM LA BRETECHE;78860;78571;Saint-Nom-la-Bretèche;78;25;11;0;1;;;;0134621240;;;ce.0780603G@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780571200023;294;;48.8603507049,2.02167040835;SANS OBJET;Yvelines;Versailles;Ile-de-France;628223.3;6862702.0;EPSG:2154;Circonscription d'inspection du 1er degré de Poissy;48.86035070486966;2.02167040835292;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783215W;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0780607L;Ecole élémentaire Le Cèdre;Ecole;Public;04 AVENUE REGNAULT;;78590 NOISY LE ROI;78590;78455;Noisy-le-Roi;78;25;11;0;1;;;;0134629347;;;ce.0780607L@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780455800062;211;;48.8438154868,2.06706003096;SANS OBJET;Yvelines;Versailles;Ile-de-France;631531.5;6860823.2;EPSG:2154;Circonscription d'inspection du 1er degré du Pecq-Marly;48.84381548683997;2.0670600309561586;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780179W;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0780608M;Ecole élémentaire Jules Verne;Ecole;Public;04 rue BOSSUET;;78590 NOISY LE ROI;78590;78455;Noisy-le-Roi;78;25;11;0;1;;;;0134626420;;;ce.0780608M@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780455800054;190;;48.8506260097,2.05449958824;SANS OBJET;Yvelines;Versailles;Ile-de-France;630618.8;6861591.4;EPSG:2154;Circonscription d'inspection du 1er degré du Pecq-Marly;48.85062600967213;2.0544995882352515;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780179W;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0780618Y;Ecole élémentaire Docteur Schweitzer;Ecole;Public;3 rue du Port Marly;;78160 MARLY LE ROI;78160;78372;Marly-le-Roi;78;25;11;0;1;;;;0139163088;;;ce.0780618Y@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780372500076;231;;48.869445891,2.09705059043;SANS OBJET;Yvelines;Versailles;Ile-de-France;633765.0;6863647.4;EPSG:2154;Circonscription d'inspection du 1er degré du Pecq-Marly;48.869445890978014;2.097050590432481;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783215W;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0780619Z;Ecole élémentaire Antoine de Saint-Exupéry;Ecole;Public;45 avenue Amiral Lemonnier;;78160 MARLY LE ROI;78160;78372;Marly-le-Roi;78;25;11;0;1;;;;0139589442;;;ce.0780619Z@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780372500043;301;;48.8807996721,2.10221952596;SANS OBJET;Yvelines;Versailles;Ile-de-France;634158.5;6864905.5;EPSG:2154;Circonscription d'inspection du 1er degré du Pecq-Marly;48.88079967211026;2.1022195259595238;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783215W;;;25005;078E-SAINT-GERMAIN-EN-LAYE
